example_id                                   | status | run_time        |
./spec/regexp-examples_spec.rb[1:1:18:7]     | passed | 0.00083 seconds |
./spec/regexp-examples_spec.rb[1:1:18:8]     | passed | 0.00187 seconds |
./spec/regexp-examples_spec.rb[1:1:18:9]     | passed | 0.00102 seconds |
./spec/regexp-examples_spec.rb[1:1:18:10]    | passed | 0.00032 seconds |
./spec/regexp-examples_spec.rb[1:1:18:11]    | passed | 0.00091 seconds |
./spec/regexp-examples_spec.rb[1:1:18:12]    | passed | 0.00074 seconds |
./spec/regexp-examples_spec.rb[1:1:18:13]    | passed | 0.00134 seconds |
./spec/regexp-examples_spec.rb[1:1:18:14]    | passed | 0.00226 seconds |
./spec/regexp-examples_spec.rb[1:1:18:15]    | passed | 0.00533 seconds |
./spec/regexp-examples_spec.rb[1:1:19:1:1]   | passed | 0.00024 seconds |
./spec/regexp-examples_spec.rb[1:1:19:1:2]   | passed | 0.00034 seconds |
./spec/regexp-examples_spec.rb[1:1:19:1:3]   | passed | 0.00045 seconds |
./spec/regexp-examples_spec.rb[1:1:19:1:4]   | passed | 0.00159 seconds |
./spec/regexp-examples_spec.rb[1:1:19:1:5]   | passed | 0.00024 seconds |
./spec/regexp-examples_spec.rb[1:1:19:1:6]   | passed | 0.0002 seconds  |
./spec/regexp-examples_spec.rb[1:1:19:2:1]   | passed | 0.00024 seconds |
./spec/regexp-examples_spec.rb[1:1:19:2:2]   | passed | 0.00031 seconds |
./spec/regexp-examples_spec.rb[1:1:19:3:1]   | passed | 0.00129 seconds |
./spec/regexp-examples_spec.rb[1:1:19:4:1]   | passed | 0.00024 seconds |
./spec/regexp-examples_spec.rb[1:1:19:4:2]   | passed | 0.00041 seconds |
./spec/regexp-examples_spec.rb[1:1:19:4:3]   | passed | 0.00037 seconds |
./spec/regexp-examples_spec.rb[1:1:19:5:1]   | passed | 0.00198 seconds |
./spec/regexp-examples_spec.rb[1:1:19:5:2]   | passed | 0.00119 seconds |
./spec/regexp-examples_spec.rb[1:1:19:6:1]   | passed | 0.00024 seconds |
./spec/regexp-examples_spec.rb[1:1:19:6:2]   | passed | 0.00017 seconds |
./spec/regexp-examples_spec.rb[1:1:19:6:3]   | passed | 0.00052 seconds |
./spec/regexp-examples_spec.rb[1:1:19:7:1:1] | passed | 0.00035 seconds |
./spec/regexp-examples_spec.rb[1:1:19:7:1:2] | passed | 0.00038 seconds |
./spec/regexp-examples_spec.rb[1:1:19:7:1:3] | passed | 0.00192 seconds |
./spec/regexp-examples_spec.rb[1:1:19:7:1:4] | passed | 0.00035 seconds |
./spec/regexp-examples_spec.rb[1:1:19:7:2:1] | passed | 0.00026 seconds |
./spec/regexp-examples_spec.rb[1:1:19:7:2:2] | passed | 0.00032 seconds |
./spec/regexp-examples_spec.rb[1:1:19:7:2:3] | passed | 0.0003 seconds  |
./spec/regexp-examples_spec_2.4.1.rb[1:1:1]  | passed | 0.00063 seconds |
